"","State","Year","Event","Value"
"3053","AR",2011,"Fatalities",40
"3054","AZ",2011,"Fatalities",8
"3055","CA",2011,"Fatalities",11
"3056","CO",2011,"Fatalities",2
"3057","CT",2011,"Fatalities",3
"3058","DE",2011,"Fatalities",4
"3059","FL",2011,"Fatalities",11
"3060","GA",2011,"Fatalities",24
"3061","HI",2011,"Fatalities",1
"3062","IA",2011,"Fatalities",2
"3063","ID",2011,"Fatalities",1
"3064","IL",2011,"Fatalities",34
"3065","IN",2011,"Fatalities",13
"3066","KS",2011,"Fatalities",8
"3067","KY",2011,"Fatalities",7
"3068","LA",2011,"Fatalities",12
"3069","MA",2011,"Fatalities",7
"3070","MD",2011,"Fatalities",2
"3071","ME",2011,"Fatalities",0
"3072","MI",2011,"Fatalities",9
"3073","MN",2011,"Fatalities",3
"3074","MO",2011,"Fatalities",166
"3075","MS",2011,"Fatalities",40
"3076","MT",2011,"Fatalities",4
"3077","NC",2011,"Fatalities",34
"3078","ND",2011,"Fatalities",0
"3079","NE",2011,"Fatalities",0
"3080","NH",2011,"Fatalities",1
"3081","NJ",2011,"Fatalities",18
"3082","NM",2011,"Fatalities",4
"3083","NV",2011,"Fatalities",6
"3084","NY",2011,"Fatalities",18
"3085","OH",2011,"Fatalities",4
"3086","OK",2011,"Fatalities",17
"3087","OR",2011,"Fatalities",0
"3088","PA",2011,"Fatalities",41
"3089","RI",2011,"Fatalities",0
"3090","SC",2011,"Fatalities",8
"3091","SD",2011,"Fatalities",5
"3092","TN",2011,"Fatalities",79
"3093","TX",2011,"Fatalities",37
"3094","UT",2011,"Fatalities",6
"3095","VA",2011,"Fatalities",21
"3096","VT",2011,"Fatalities",4
"3097","WA",2011,"Fatalities",5
"3098","WI",2011,"Fatalities",5
"3099","WV",2011,"Fatalities",1
"3100","WY",2011,"Fatalities",7
"3101","AK",1950,"Injuries",NA
"3102","AL",1950,"Injuries",15
"3103","AR",1950,"Injuries",49
"3104","AZ",1950,"Injuries",NA
"3105","CA",1950,"Injuries",NA
"3106","CO",1950,"Injuries",1
"3107","CT",1950,"Injuries",3
"3108","DE",1950,"Injuries",NA
"3109","FL",1950,"Injuries",0
"3110","GA",1950,"Injuries",1
"3111","HI",1950,"Injuries",NA
"3112","IA",1950,"Injuries",5
"3113","ID",1950,"Injuries",NA
"3114","IL",1950,"Injuries",31
"3115","IN",1950,"Injuries",0
"3116","KS",1950,"Injuries",26
"3117","KY",1950,"Injuries",0
"3118","LA",1950,"Injuries",144
"3119","MA",1950,"Injuries",NA
"3120","MD",1950,"Injuries",0
"3121","ME",1950,"Injuries",NA
"3122","MI",1950,"Injuries",NA
"3123","MN",1950,"Injuries",4
"3124","MO",1950,"Injuries",8
"3125","MS",1950,"Injuries",23
"3126","MT",1950,"Injuries",NA
"3127","NC",1950,"Injuries",8
"3128","ND",1950,"Injuries",0
"3129","NE",1950,"Injuries",135
"3130","NH",1950,"Injuries",NA
"3131","NJ",1950,"Injuries",NA
"3132","NM",1950,"Injuries",0
"3133","NV",1950,"Injuries",NA
"3134","NY",1950,"Injuries",NA
"3135","OH",1950,"Injuries",31
"3136","OK",1950,"Injuries",45
"3137","OR",1950,"Injuries",NA
"3138","PA",1950,"Injuries",3
"3139","RI",1950,"Injuries",NA
"3140","SC",1950,"Injuries",0
"3141","SD",1950,"Injuries",0
"3142","TN",1950,"Injuries",9
"3143","TX",1950,"Injuries",106
"3144","UT",1950,"Injuries",NA
"3145","VA",1950,"Injuries",NA
"3146","VT",1950,"Injuries",NA
"3147","WA",1950,"Injuries",NA
"3148","WI",1950,"Injuries",12
"3149","WV",1950,"Injuries",0
"3150","WY",1950,"Injuries",0
"3151","AK",1951,"Injuries",NA
"3152","AL",1951,"Injuries",13
"3153","AR",1951,"Injuries",7
"3154","AZ",1951,"Injuries",NA
"3155","CA",1951,"Injuries",0
"3156","CO",1951,"Injuries",2
"3157","CT",1951,"Injuries",17
"3158","DE",1951,"Injuries",NA
"3159","FL",1951,"Injuries",0
"3160","GA",1951,"Injuries",0
"3161","HI",1951,"Injuries",NA
"3162","IA",1951,"Injuries",17
"3163","ID",1951,"Injuries",NA
"3164","IL",1951,"Injuries",58
"3165","IN",1951,"Injuries",6
"3166","KS",1951,"Injuries",115
"3167","KY",1951,"Injuries",11
"3168","LA",1951,"Injuries",14
"3169","MA",1951,"Injuries",0
"3170","MD",1951,"Injuries",NA
"3171","ME",1951,"Injuries",NA
"3172","MI",1951,"Injuries",4
"3173","MN",1951,"Injuries",60
"3174","MO",1951,"Injuries",2
"3175","MS",1951,"Injuries",17
"3176","MT",1951,"Injuries",NA
"3177","NC",1951,"Injuries",0
"3178","ND",1951,"Injuries",0
"3179","NE",1951,"Injuries",8
"3180","NH",1951,"Injuries",0
"3181","NJ",1951,"Injuries",2
"3182","NM",1951,"Injuries",0
"3183","NV",1951,"Injuries",NA
"3184","NY",1951,"Injuries",NA
"3185","OH",1951,"Injuries",5
"3186","OK",1951,"Injuries",16
"3187","OR",1951,"Injuries",0
"3188","PA",1951,"Injuries",1
"3189","RI",1951,"Injuries",NA
"3190","SC",1951,"Injuries",0
"3191","SD",1951,"Injuries",5
"3192","TN",1951,"Injuries",0
"3193","TX",1951,"Injuries",118
"3194","UT",1951,"Injuries",NA
"3195","VA",1951,"Injuries",12
"3196","VT",1951,"Injuries",NA
"3197","WA",1951,"Injuries",NA
"3198","WI",1951,"Injuries",13
"3199","WV",1951,"Injuries",1
"3200","WY",1951,"Injuries",NA
"3201","AK",1952,"Injuries",NA
"3202","AL",1952,"Injuries",116
"3203","AR",1952,"Injuries",731
"3204","AZ",1952,"Injuries",0
"3205","CA",1952,"Injuries",0
"3206","CO",1952,"Injuries",6
"3207","CT",1952,"Injuries",NA
"3208","DE",1952,"Injuries",NA
"3209","FL",1952,"Injuries",9
"3210","GA",1952,"Injuries",34
"3211","HI",1952,"Injuries",NA
"3212","IA",1952,"Injuries",5
"3213","ID",1952,"Injuries",NA
"3214","IL",1952,"Injuries",1
"3215","IN",1952,"Injuries",0
"3216","KS",1952,"Injuries",3
"3217","KY",1952,"Injuries",21
"3218","LA",1952,"Injuries",51
"3219","MA",1952,"Injuries",NA
"3220","MD",1952,"Injuries",1
"3221","ME",1952,"Injuries",NA
"3222","MI",1952,"Injuries",NA
"3223","MN",1952,"Injuries",29
"3224","MO",1952,"Injuries",117
"3225","MS",1952,"Injuries",28
"3226","MT",1952,"Injuries",2
"3227","NC",1952,"Injuries",9
"3228","ND",1952,"Injuries",27
"3229","NE",1952,"Injuries",21
"3230","NH",1952,"Injuries",NA
"3231","NJ",1952,"Injuries",0
"3232","NM",1952,"Injuries",NA
"3233","NV",1952,"Injuries",NA
"3234","NY",1952,"Injuries",0
"3235","OH",1952,"Injuries",4
"3236","OK",1952,"Injuries",2
"3237","OR",1952,"Injuries",NA
"3238","PA",1952,"Injuries",14
"3239","RI",1952,"Injuries",NA
"3240","SC",1952,"Injuries",4
"3241","SD",1952,"Injuries",0
"3242","TN",1952,"Injuries",659
"3243","TX",1952,"Injuries",13
"3244","UT",1952,"Injuries",NA
"3245","VA",1952,"Injuries",2
"3246","VT",1952,"Injuries",NA
"3247","WA",1952,"Injuries",NA
"3248","WI",1952,"Injuries",6
"3249","WV",1952,"Injuries",NA
"3250","WY",1952,"Injuries",0
"3251","AK",1953,"Injuries",NA
"3252","AL",1953,"Injuries",248
"3253","AR",1953,"Injuries",9
"3254","AZ",1953,"Injuries",NA
"3255","CA",1953,"Injuries",0
"3256","CO",1953,"Injuries",0
"3257","CT",1953,"Injuries",NA
"3258","DE",1953,"Injuries",NA
"3259","FL",1953,"Injuries",36
"3260","GA",1953,"Injuries",618
"3261","HI",1953,"Injuries",NA
"3262","IA",1953,"Injuries",19
"3263","ID",1953,"Injuries",NA
"3264","IL",1953,"Injuries",13
"3265","IN",1953,"Injuries",12
"3266","KS",1953,"Injuries",3
"3267","KY",1953,"Injuries",NA
"3268","LA",1953,"Injuries",150
"3269","MA",1953,"Injuries",1245
"3270","MD",1953,"Injuries",0
"3271","ME",1953,"Injuries",2
"3272","MI",1953,"Injuries",982
"3273","MN",1953,"Injuries",24
"3274","MO",1953,"Injuries",1
"3275","MS",1953,"Injuries",310
"3276","MT",1953,"Injuries",0
"3277","NC",1953,"Injuries",1
"3278","ND",1953,"Injuries",20
"3279","NE",1953,"Injuries",103
"3280","NH",1953,"Injuries",5
"3281","NJ",1953,"Injuries",NA
"3282","NM",1953,"Injuries",NA
"3283","NV",1953,"Injuries",NA
"3284","NY",1953,"Injuries",NA
"3285","OH",1953,"Injuries",379
"3286","OK",1953,"Injuries",45
"3287","OR",1953,"Injuries",NA
"3288","PA",1953,"Injuries",2
"3289","RI",1953,"Injuries",NA
"3290","SC",1953,"Injuries",2
"3291","SD",1953,"Injuries",2
"3292","TN",1953,"Injuries",34
"3293","TX",1953,"Injuries",834
"3294","UT",1953,"Injuries",0
"3295","VA",1953,"Injuries",0
"3296","VT",1953,"Injuries",0
"3297","WA",1953,"Injuries",NA
"3298","WI",1953,"Injuries",32
"3299","WV",1953,"Injuries",NA
"3300","WY",1953,"Injuries",0
"3301","AK",1954,"Injuries",NA
"3302","AL",1954,"Injuries",36
"3303","AR",1954,"Injuries",38
"3304","AZ",1954,"Injuries",0
"3305","CA",1954,"Injuries",0
"3306","CO",1954,"Injuries",0
"3307","CT",1954,"Injuries",2
"3308","DE",1954,"Injuries",0
"3309","FL",1954,"Injuries",6
"3310","GA",1954,"Injuries",217
"3311","HI",1954,"Injuries",NA
"3312","IA",1954,"Injuries",4
"3313","ID",1954,"Injuries",0
"3314","IL",1954,"Injuries",19
"3315","IN",1954,"Injuries",4
"3316","KS",1954,"Injuries",2
"3317","KY",1954,"Injuries",0
"3318","LA",1954,"Injuries",11
"3319","MA",1954,"Injuries",0
"3320","MD",1954,"Injuries",8
"3321","ME",1954,"Injuries",2
"3322","MI",1954,"Injuries",2
"3323","MN",1954,"Injuries",1
"3324","MO",1954,"Injuries",5
"3325","MS",1954,"Injuries",63
"3326","MT",1954,"Injuries",0
"3327","NC",1954,"Injuries",5
"3328","ND",1954,"Injuries",0
"3329","NE",1954,"Injuries",32
"3330","NH",1954,"Injuries",0
"3331","NJ",1954,"Injuries",NA
"3332","NM",1954,"Injuries",0
"3333","NV",1954,"Injuries",NA
"3334","NY",1954,"Injuries",0
"3335","OH",1954,"Injuries",4
"3336","OK",1954,"Injuries",103
"3337","OR",1954,"Injuries",0
"3338","PA",1954,"Injuries",10
"3339","RI",1954,"Injuries",NA
"3340","SC",1954,"Injuries",0
"3341","SD",1954,"Injuries",4
"3342","TN",1954,"Injuries",4
"3343","TX",1954,"Injuries",129
"3344","UT",1954,"Injuries",0
"3345","VA",1954,"Injuries",0
"3346","VT",1954,"Injuries",NA
"3347","WA",1954,"Injuries",0
"3348","WI",1954,"Injuries",4
"3349","WV",1954,"Injuries",0
"3350","WY",1954,"Injuries",0
"3351","AK",1955,"Injuries",NA
"3352","AL",1955,"Injuries",27
"3353","AR",1955,"Injuries",33
"3354","AZ",1955,"Injuries",0
"3355","CA",1955,"Injuries",0
"3356","CO",1955,"Injuries",1
"3357","CT",1955,"Injuries",0
"3358","DE",1955,"Injuries",1
"3359","FL",1955,"Injuries",0
"3360","GA",1955,"Injuries",5
"3361","HI",1955,"Injuries",0
"3362","IA",1955,"Injuries",0
"3363","ID",1955,"Injuries",0
"3364","IL",1955,"Injuries",10
"3365","IN",1955,"Injuries",29
"3366","KS",1955,"Injuries",275
"3367","KY",1955,"Injuries",13
"3368","LA",1955,"Injuries",0
"3369","MA",1955,"Injuries",0
"3370","MD",1955,"Injuries",NA
"3371","ME",1955,"Injuries",0
"3372","MI",1955,"Injuries",2
"3373","MN",1955,"Injuries",24
"3374","MO",1955,"Injuries",25
"3375","MS",1955,"Injuries",1
"3376","MT",1955,"Injuries",0
"3377","NC",1955,"Injuries",2
"3378","ND",1955,"Injuries",19
"3379","NE",1955,"Injuries",42
"3380","NH",1955,"Injuries",0
"3381","NJ",1955,"Injuries",0
"3382","NM",1955,"Injuries",0
"3383","NV",1955,"Injuries",NA
"3384","NY",1955,"Injuries",0
"3385","OH",1955,"Injuries",12
"3386","OK",1955,"Injuries",299
"3387","OR",1955,"Injuries",0
"3388","PA",1955,"Injuries",0
"3389","RI",1955,"Injuries",NA
"3390","SC",1955,"Injuries",15
"3391","SD",1955,"Injuries",2
"3392","TN",1955,"Injuries",16
"3393","TX",1955,"Injuries",63
"3394","UT",1955,"Injuries",0
"3395","VA",1955,"Injuries",0
"3396","VT",1955,"Injuries",0
"3397","WA",1955,"Injuries",0
"3398","WI",1955,"Injuries",7
"3399","WV",1955,"Injuries",0
"3400","WY",1955,"Injuries",3
"3401","AK",1956,"Injuries",NA
"3402","AL",1956,"Injuries",203
"3403","AR",1956,"Injuries",19
"3404","AZ",1956,"Injuries",0
"3405","CA",1956,"Injuries",2
"3406","CO",1956,"Injuries",0
"3407","CT",1956,"Injuries",0
"3408","DE",1956,"Injuries",NA
"3409","FL",1956,"Injuries",21
"3410","GA",1956,"Injuries",2
"3411","HI",1956,"Injuries",NA
"3412","IA",1956,"Injuries",9
"3413","ID",1956,"Injuries",0
"3414","IL",1956,"Injuries",34
"3415","IN",1956,"Injuries",52
"3416","KS",1956,"Injuries",52
"3417","KY",1956,"Injuries",16
"3418","LA",1956,"Injuries",4
"3419","MA",1956,"Injuries",14
"3420","MD",1956,"Injuries",0
"3421","ME",1956,"Injuries",0
"3422","MI",1956,"Injuries",534
"3423","MN",1956,"Injuries",0
"3424","MO",1956,"Injuries",23
"3425","MS",1956,"Injuries",63
"3426","MT",1956,"Injuries",0
"3427","NC",1956,"Injuries",2
"3428","ND",1956,"Injuries",9
"3429","NE",1956,"Injuries",8
"3430","NH",1956,"Injuries",0
"3431","NJ",1956,"Injuries",8
"3432","NM",1956,"Injuries",0
"3433","NV",1956,"Injuries",NA
"3434","NY",1956,"Injuries",0
"3435","OH",1956,"Injuries",5
"3436","OK",1956,"Injuries",131
"3437","OR",1956,"Injuries",0
"3438","PA",1956,"Injuries",9
"3439","RI",1956,"Injuries",0
"3440","SC",1956,"Injuries",2
"3441","SD",1956,"Injuries",3
"3442","TN",1956,"Injuries",66
"3443","TX",1956,"Injuries",11
"3444","UT",1956,"Injuries",0
"3445","VA",1956,"Injuries",0
"3446","VT",1956,"Injuries",0
"3447","WA",1956,"Injuries",0
"3448","WI",1956,"Injuries",52
"3449","WV",1956,"Injuries",1
"3450","WY",1956,"Injuries",0
"3451","AK",1957,"Injuries",NA
"3452","AL",1957,"Injuries",192
"3453","AR",1957,"Injuries",30
"3454","AZ",1957,"Injuries",0
"3455","CA",1957,"Injuries",0
"3456","CO",1957,"Injuries",1
"3457","CT",1957,"Injuries",0
"3458","DE",1957,"Injuries",0
"3459","FL",1957,"Injuries",1
"3460","GA",1957,"Injuries",22
"3461","HI",1957,"Injuries",0
"3462","IA",1957,"Injuries",1
"3463","ID",1957,"Injuries",0
"3464","IL",1957,"Injuries",330
"3465","IN",1957,"Injuries",3
"3466","KS",1957,"Injuries",36
"3467","KY",1957,"Injuries",0
"3468","LA",1957,"Injuries",90
"3469","MA",1957,"Injuries",0
"3470","MD",1957,"Injuries",0
"3471","ME",1957,"Injuries",0
"3472","MI",1957,"Injuries",18
"3473","MN",1957,"Injuries",4
"3474","MO",1957,"Injuries",310
"3475","MS",1957,"Injuries",114
"3476","MT",1957,"Injuries",0
"3477","NC",1957,"Injuries",110
"3478","ND",1957,"Injuries",103
"3479","NE",1957,"Injuries",9
"3480","NH",1957,"Injuries",1
"3481","NJ",1957,"Injuries",0
"3482","NM",1957,"Injuries",0
"3483","NV",1957,"Injuries",0
"3484","NY",1957,"Injuries",0
"3485","OH",1957,"Injuries",3
"3486","OK",1957,"Injuries",53
"3487","OR",1957,"Injuries",0
"3488","PA",1957,"Injuries",5
"3489","RI",1957,"Injuries",0
"3490","SC",1957,"Injuries",19
"3491","SD",1957,"Injuries",1
"3492","TN",1957,"Injuries",19
"3493","TX",1957,"Injuries",489
"3494","UT",1957,"Injuries",0
"3495","VA",1957,"Injuries",5
"3496","VT",1957,"Injuries",0
"3497","WA",1957,"Injuries",0
"3498","WI",1957,"Injuries",7
"3499","WV",1957,"Injuries",0
"3500","WY",1957,"Injuries",0
"3501","AK",1958,"Injuries",NA
"3502","AL",1958,"Injuries",3
"3503","AR",1958,"Injuries",0
"3504","AZ",1958,"Injuries",0
"3505","CA",1958,"Injuries",0
"3506","CO",1958,"Injuries",5
"3507","CT",1958,"Injuries",2
"3508","DE",1958,"Injuries",0
"3509","FL",1958,"Injuries",69
"3510","GA",1958,"Injuries",19
"3511","HI",1958,"Injuries",NA
"3512","IA",1958,"Injuries",2
"3513","ID",1958,"Injuries",0
"3514","IL",1958,"Injuries",25
"3515","IN",1958,"Injuries",4
"3516","KS",1958,"Injuries",24
"3517","KY",1958,"Injuries",12
"3518","LA",1958,"Injuries",3
"3519","MA",1958,"Injuries",2
"3520","MD",1958,"Injuries",0
"3521","ME",1958,"Injuries",0
"3522","MI",1958,"Injuries",0
"3523","MN",1958,"Injuries",16
"3524","MO",1958,"Injuries",10
"3525","MS",1958,"Injuries",92
"3526","MT",1958,"Injuries",3
"3527","NC",1958,"Injuries",1
"3528","ND",1958,"Injuries",4
"3529","NE",1958,"Injuries",4
"3530","NH",1958,"Injuries",0
"3531","NJ",1958,"Injuries",1
"3532","NM",1958,"Injuries",0
"3533","NV",1958,"Injuries",0
"3534","NY",1958,"Injuries",0
"3535","OH",1958,"Injuries",14
"3536","OK",1958,"Injuries",25
"3537","OR",1958,"Injuries",0
"3538","PA",1958,"Injuries",0
"3539","RI",1958,"Injuries",NA
"3540","SC",1958,"Injuries",2
"3541","SD",1958,"Injuries",0
"3542","TN",1958,"Injuries",0
"3543","TX",1958,"Injuries",53
"3544","UT",1958,"Injuries",0
"3545","VA",1958,"Injuries",0
"3546","VT",1958,"Injuries",0
"3547","WA",1958,"Injuries",0
"3548","WI",1958,"Injuries",140
"3549","WV",1958,"Injuries",0
"3550","WY",1958,"Injuries",0
"3551","AK",1959,"Injuries",NA
"3552","AL",1959,"Injuries",8
"3553","AR",1959,"Injuries",39
"3554","AZ",1959,"Injuries",1
"3555","CA",1959,"Injuries",0
"3556","CO",1959,"Injuries",0
"3557","CT",1959,"Injuries",0
"3558","DE",1959,"Injuries",0
"3559","FL",1959,"Injuries",105
"3560","GA",1959,"Injuries",9
"3561","HI",1959,"Injuries",NA
"3562","IA",1959,"Injuries",7
"3563","ID",1959,"Injuries",0
"3564","IL",1959,"Injuries",19
"3565","IN",1959,"Injuries",0
"3566","KS",1959,"Injuries",5
"3567","KY",1959,"Injuries",6
"3568","LA",1959,"Injuries",4
"3569","MA",1959,"Injuries",0
"3570","MD",1959,"Injuries",0
"3571","ME",1959,"Injuries",2
"3572","MI",1959,"Injuries",0
"3573","MN",1959,"Injuries",0
"3574","MO",1959,"Injuries",351
"3575","MS",1959,"Injuries",2
"3576","MT",1959,"Injuries",0
"3577","NC",1959,"Injuries",1
"3578","ND",1959,"Injuries",1
"3579","NE",1959,"Injuries",5
"3580","NH",1959,"Injuries",0
"3581","NJ",1959,"Injuries",NA
"3582","NM",1959,"Injuries",0
"3583","NV",1959,"Injuries",0
"3584","NY",1959,"Injuries",3
"3585","OH",1959,"Injuries",6
"3586","OK",1959,"Injuries",42
"3587","OR",1959,"Injuries",NA
"3588","PA",1959,"Injuries",0
"3589","RI",1959,"Injuries",0
"3590","SC",1959,"Injuries",0
"3591","SD",1959,"Injuries",3
"3592","TN",1959,"Injuries",10
"3593","TX",1959,"Injuries",64
"3594","UT",1959,"Injuries",0
"3595","VA",1959,"Injuries",13
"3596","VT",1959,"Injuries",0
"3597","WA",1959,"Injuries",NA
"3598","WI",1959,"Injuries",15
"3599","WV",1959,"Injuries",12
"3600","WY",1959,"Injuries",1
"3601","AK",1960,"Injuries",NA
"3602","AL",1960,"Injuries",2
"3603","AR",1960,"Injuries",58
"3604","AZ",1960,"Injuries",0
"3605","CA",1960,"Injuries",0
"3606","CO",1960,"Injuries",3
"3607","CT",1960,"Injuries",0
"3608","DE",1960,"Injuries",0
"3609","FL",1960,"Injuries",9
"3610","GA",1960,"Injuries",0
"3611","HI",1960,"Injuries",NA
"3612","IA",1960,"Injuries",5
"3613","ID",1960,"Injuries",0
"3614","IL",1960,"Injuries",26
"3615","IN",1960,"Injuries",1
"3616","KS",1960,"Injuries",121
"3617","KY",1960,"Injuries",12
"3618","LA",1960,"Injuries",12
"3619","MA",1960,"Injuries",0
"3620","MD",1960,"Injuries",0
"3621","ME",1960,"Injuries",0
"3622","MI",1960,"Injuries",0
"3623","MN",1960,"Injuries",0
"3624","MO",1960,"Injuries",9
"3625","MS",1960,"Injuries",2
"3626","MT",1960,"Injuries",0
"3627","NC",1960,"Injuries",9
"3628","ND",1960,"Injuries",1
"3629","NE",1960,"Injuries",11
"3630","NH",1960,"Injuries",0
"3631","NJ",1960,"Injuries",6
"3632","NM",1960,"Injuries",34
"3633","NV",1960,"Injuries",NA
"3634","NY",1960,"Injuries",9
"3635","OH",1960,"Injuries",0
"3636","OK",1960,"Injuries",319
"3637","OR",1960,"Injuries",0
"3638","PA",1960,"Injuries",0
"3639","RI",1960,"Injuries",NA
"3640","SC",1960,"Injuries",10
"3641","SD",1960,"Injuries",1
"3642","TN",1960,"Injuries",1
"3643","TX",1960,"Injuries",73
"3644","UT",1960,"Injuries",0
"3645","VA",1960,"Injuries",0
"3646","VT",1960,"Injuries",0
"3647","WA",1960,"Injuries",NA
"3648","WI",1960,"Injuries",0
"3649","WV",1960,"Injuries",0
"3650","WY",1960,"Injuries",3
"3651","AK",1961,"Injuries",NA
"3652","AL",1961,"Injuries",28
"3653","AR",1961,"Injuries",100
"3654","AZ",1961,"Injuries",3
"3655","CA",1961,"Injuries",3
"3656","CO",1961,"Injuries",2
"3657","CT",1961,"Injuries",0
"3658","DE",1961,"Injuries",0
"3659","FL",1961,"Injuries",10
"3660","GA",1961,"Injuries",19
"3661","HI",1961,"Injuries",NA
"3662","IA",1961,"Injuries",24
"3663","ID",1961,"Injuries",0
"3664","IL",1961,"Injuries",144
"3665","IN",1961,"Injuries",27
"3666","KS",1961,"Injuries",15
"3667","KY",1961,"Injuries",66
"3668","LA",1961,"Injuries",128
"3669","MA",1961,"Injuries",0
"3670","MD",1961,"Injuries",0
"3671","ME",1961,"Injuries",1
"3672","MI",1961,"Injuries",1
"3673","MN",1961,"Injuries",4
"3674","MO",1961,"Injuries",33
"3675","MS",1961,"Injuries",24
"3676","MT",1961,"Injuries",1
"3677","NC",1961,"Injuries",3
"3678","ND",1961,"Injuries",0
"3679","NE",1961,"Injuries",0
"3680","NH",1961,"Injuries",1
"3681","NJ",1961,"Injuries",0
"3682","NM",1961,"Injuries",3
"3683","NV",1961,"Injuries",0
"3684","NY",1961,"Injuries",4
"3685","OH",1961,"Injuries",28
"3686","OK",1961,"Injuries",109
"3687","OR",1961,"Injuries",0
"3688","PA",1961,"Injuries",6
"3689","RI",1961,"Injuries",0
"3690","SC",1961,"Injuries",9
"3691","SD",1961,"Injuries",7
"3692","TN",1961,"Injuries",2
"3693","TX",1961,"Injuries",278
"3694","UT",1961,"Injuries",0
"3695","VA",1961,"Injuries",3
"3696","VT",1961,"Injuries",0
"3697","WA",1961,"Injuries",0
"3698","WI",1961,"Injuries",1
"3699","WV",1961,"Injuries",0
"3700","WY",1961,"Injuries",0
"3701","AK",1962,"Injuries",NA
"3702","AL",1962,"Injuries",10
"3703","AR",1962,"Injuries",4
"3704","AZ",1962,"Injuries",0
"3705","CA",1962,"Injuries",0
"3706","CO",1962,"Injuries",0
"3707","CT",1962,"Injuries",50
"3708","DE",1962,"Injuries",0
"3709","FL",1962,"Injuries",136
"3710","GA",1962,"Injuries",0
"3711","HI",1962,"Injuries",NA
"3712","IA",1962,"Injuries",5
"3713","ID",1962,"Injuries",0
"3714","IL",1962,"Injuries",10
"3715","IN",1962,"Injuries",54
"3716","KS",1962,"Injuries",16
"3717","KY",1962,"Injuries",0
"3718","LA",1962,"Injuries",32
"3719","MA",1962,"Injuries",3
"3720","MD",1962,"Injuries",0
"3721","ME",1962,"Injuries",0
"3722","MI",1962,"Injuries",0
"3723","MN",1962,"Injuries",37
"3724","MO",1962,"Injuries",3
"3725","MS",1962,"Injuries",14
"3726","MT",1962,"Injuries",0
"3727","NC",1962,"Injuries",0
"3728","ND",1962,"Injuries",0
"3729","NE",1962,"Injuries",27
"3730","NH",1962,"Injuries",0
"3731","NJ",1962,"Injuries",1
"3732","NM",1962,"Injuries",1
"3733","NV",1962,"Injuries",0
"3734","NY",1962,"Injuries",0
"3735","OH",1962,"Injuries",20
"3736","OK",1962,"Injuries",16
"3737","OR",1962,"Injuries",0
"3738","PA",1962,"Injuries",0
"3739","RI",1962,"Injuries",NA
"3740","SC",1962,"Injuries",4
"3741","SD",1962,"Injuries",43
"3742","TN",1962,"Injuries",0
"3743","TX",1962,"Injuries",57
"3744","UT",1962,"Injuries",0
"3745","VA",1962,"Injuries",3
"3746","VT",1962,"Injuries",1
"3747","WA",1962,"Injuries",0
"3748","WI",1962,"Injuries",0
